"Anho","Mes","1. Imacec","2. Producción de bienes","2.1. Minería","2.2. Industria","2.3. Resto de bienes","3. Comercio","4. Servicios","5. Imacec a costo de factores","6. Impuestos sobre los productos","7. Imacec no minero","Mes_num","Fecha","IMACEC_SA","Var_m_m_SA","Var_a_a_NSA"
2010,"Noviembre",82.742487762095,85.492690419386,102.42049825141,85.435656210256,70.920171921504,80.289154210183,82.512059847918,83.317627411835,NA,80.326198347381,11,2010-11-01,3.62191324947784e+34,60.4866964891788,NA
2010,"Diciembre",85.153296099552,91.330208983282,101.77722709761,88.349015376765,83.743575080198,97.919328535594,77.63981604052,84.914660145963,NA,83.05446230802,12,2010-12-01,1.96554468024316e+34,-45.7318675281212,NA
2011,"Enero",78.010367477195,87.98047277131,88.242785692941,82.18841839698,94.346658068631,81.210056275825,71.443687248816,78.625037397948,NA,76.969417532093,1,2011-01-01,8.08252008602511e+34,311.210193656101,7.6322071057588
2011,"Febrero",74.279064630843,85.389466917033,78.69784947091,77.743147556818,100.32289006141,75.317918921642,67.018437924126,74.750428957548,NA,74.046250777278,2,2011-02-01,6.28024906972982e+34,-22.2983796775398,6.44100683969351
2011,"Marzo",84.796447395721,92.521108747507,91.613233030544,91.486358770136,96.409835469762,88.140988897155,80.037395788655,85.470171834314,NA,84.278228915738,3,2011-03-01,8.57414554600049e+34,36.5255653207614,11.995639695191
2011,"Abril",82.417454723301,85.744566684273,89.751534988191,86.324340289862,83.138000098074,87.439702031955,80.843185943189,83.21960568658,NA,81.812854813189,4,2011-04-01,1.35922814310871e+35,58.5263669500848,5.88582660806718
2011,"Mayo",82.970070411295,85.273025581231,92.123225588375,88.748521356399,77.42740724738,88.031372793683,81.466277217073,83.420443680921,NA,82.109323331268,5,2011-05-01,3.71353933014368e+35,173.209420285427,7.38366008612619
2011,"Junio",80.371445138843,81.774421205194,90.310774958732,86.139616520076,71.406191964155,79.917177844651,80.924774531865,80.927293593822,NA,79.384846457232,6,2011-06-01,1.54280965021451e+35,-58.4544685526511,5.49310446033808
2011,"Julio",77.225680203992,78.772831565173,83.821243713029,84.286178638832,71.008847450522,78.935918388007,75.952644717562,77.154505072871,NA,76.698551489507,7,2011-07-01,3.0105672770474e+35,95.1353672586123,4.20042425779883
2011,"Agosto",80.76100654037,81.496485761794,89.527901292153,87.421665573436,70.399816195072,78.408245761719,81.975671122921,81.189763270525,NA,79.943481941337,8,2011-08-01,2.72605615400209e+35,-9.45041571448777,4.48204243777186
2011,"Septiembre",78.670318350874,79.297723417575,86.283372377011,84.909810748435,69.475000314214,78.048877855858,78.900319655191,78.752796611015,NA,78.005977520757,9,2011-09-01,7.49543177035007e+35,174.955149377467,4.8236583560163
2011,"Octubre",84.178775752689,85.849245868224,96.411787767876,87.5473342989,75.61344149886,86.047828133561,84.019665573998,84.718719365818,NA,82.885806498606,10,2011-10-01,1.33656486407183e+36,78.3172611028125,5.14240570011015
2011,"Noviembre",86.446293627724,86.647347299285,91.886234770834,92.181560206514,78.852303094981,88.006320413394,87.524913550274,87.014315233884,NA,86.132992576788,11,2011-11-01,1.21485086525255e+36,-9.10647901131277,4.47630469641953
2011,"Diciembre",91.043493166839,96.807873809039,105.22209462844,94.39916465245,92.301776758052,108.29389276813,82.678873284102,90.641941669906,NA,89.510056614849,12,2011-12-01,7.39524484071025e+36,508.736845997381,6.91716860895299
2012,"Enero",82.48850775212,91.826561280663,88.713032250922,90.276104179037,98.866913551921,85.19473499314,76.400141887629,83.035833635375,NA,82.059782661259,1,2012-01-01,5.198448815629e+36,-29.7055212153093,5.74044248187153
2012,"Febrero",79.583912810663,90.759587319447,84.465533568549,85.444894492219,104.2028841744,80.248986268511,72.582887275885,80.162590240018,NA,79.338475421602,2,2012-02-01,7.83007651355916e+35,-84.9376673864361,7.14178107409453
2012,"Marzo",89.288491287334,96.025710059016,92.750523087564,97.044888524054,101.33419254805,90.929418451163,85.619437561336,89.949345522933,NA,89.314695332038,3,2012-03-01,9.29607659933324e+36,1087.22678932134,5.29744350096402
